feature_id	gene_id	GSM461176	GSM461177	GSM461178	GSM461179	GSM461180	GSM461181	GSM461182
FBtr0332886	FBgn0033547	191.088	69.377	57.9466	542.908	65.3574	70.485	179.438
FBtr0088252	FBgn0033548	376.912	93.9965	155.053	1224.092	107.643	125.515	397.562
FBtr0088222	FBgn0033549	68	29	31	189.6864	39	28	71
FBtr0088251	FBgn0033550	219	78	117	617.313	82	114	191
FBtr0088223	FBgn0033551	1483	486	503	3831	431	551	905
FBtr0088250	FBgn0086898	6.75625	0	0	0	0	0	0
FBtr0088249	FBgn0086898	28.2437	16	7	96	18	7	20
FBtr0088224	FBgn0029134	1217.1	76.1261	208.646	654.07	5.36445e-08	0	1.03665e-06
FBtr0088225	FBgn0029134	1073.9	943.874	930.354	6323.93	1331	1681	1983
FBtr0088248	FBgn0033554	53	20	19	153	22	21	45
FBtr0088226	FBgn0033555	720.823	290.151	440.805	3357.01	477.38	458.881	670.333
FBtr0088247	FBgn0033556	343.259	140.411	151.261	1093.201	123.044	137.51	246.812
FBtr0088227	FBgn0033557	732	272	319	1949.706	249	267	663.983
FBtr0088246	FBgn0033558	8	5	2	21.29319	1	5	5.01699
FBtr0088245	FBgn0027525	4279	2064	2337	8754	1543	2039	3385
FBtr0088242	FBgn0050015	1983.59	1064.67	994.376	5456.82	973.819	1105.29	1798.58
FBtr0088243	FBgn0050015	2364.56	699.369	619.41	5895.64	529.633	625.486	1531.17
FBtr0113356	FBgn0050015	0	0	0	0	0	0	0
FBtr0306393	FBgn0050015	1.22088e-07	0	0	0	26.2599	0	0
FBtr0331938	FBgn0050015	341.59	319.96	292.117	1133.369	625.696	746.308	104.835
FBtr0331939	FBgn0050015	49.6175	32.1744	24.9487	312.794	16.2302	8.91187	25.5857
FBtr0113357	FBgn0050015	81.6461	14.827	15.148	119.3918	15.3614	0	33.8303
FBtr0088241	FBgn0050016	3	0	1	12	0	1	7
FBtr0088228	FBgn0263510	1993	737	953	4407	777	926	1599
FBtr0088240	FBgn0010356	654	296	308	1920	319	385	636
FBtr0100498	FBgn0033564	0	4.42207e-08	1.44858e-07	0	5.08391e-08	0	0
FBtr0301705	FBgn0033564	133	43	57	343.5	62.5	64	104.5
FBtr0100229	FBgn0061356	0	4.42207e-08	1.44858e-07	0	5.08391e-08	0	0
FBtr0301704	FBgn0061356	133	43	57	343.5	62.5	64	104.5
FBtr0100230	FBgn0061356	0	0	0	0	0	0	0
FBtr0089729	FBgn0033566	0	0	0	0	8.03205	0	0
FBtr0089728	FBgn0033566	470	185	210	1209	207.968	212	389.967
FBtr0089727	FBgn0033566	0	0	0	0	0	0	4.03302
FBtr0088235	FBgn0050020	1420.26	567.298	421.801	4376.51	507.45	592.017	1030.81
FBtr0332938	FBgn0050020	618.73	296.702	469.199	1285.038	456.55	375.983	568.369
FBtr0088239	FBgn0017414	0	0	0	0	0	0	0
FBtr0331937	FBgn0017414	150.012	44	66	593.454	88	74	90.8219
FBtr0088236	FBgn0033569	318.493	136	155	993.372	154.796	154	245.524
FBtr0331936	FBgn0033570	60.9172	12.4197	6.29918	436.689	7.55288	6.14442	49.7695
FBtr0088238	FBgn0033570	826.59	297.58	410.701	2196.941	439.651	410.856	729.706
FBtr0331935	FBgn0033571	0	0	0	0	0	0	4.46729
FBtr0088237	FBgn0033571	892	361	467	2235	419	519	770.533
FBtr0088198	FBgn0033572	0	0	0	0	0	0	0
FBtr0113065	FBgn0033572	0	0	0	0	0	0	0
FBtr0088199	FBgn0033573	0	0	0	0	1	0	0
FBtr0088200	FBgn0033573	0	0	0	0	0	0	0
FBtr0300862	FBgn0033574	1	1	0	0	0	0	0
FBtr0088211	FBgn0033574	0	0	0	0	0	0	0
FBtr0333066	FBgn0040765	5098.8	2545.48	2099.22	24064.94	1740	1743.75	3927.94
FBtr0088210	FBgn0040765	411.97	0	6.99544e-05	0	456.657	652.148	0
FBtr0306049	FBgn0262817	749	280	194	1941	147	155	390
FBtr0306050	FBgn0262818	142	110	82	363	59	77	80
FBtr0089419	FBgn0050489	1044.02	273.194	314.279	1573.044	194.379	273.321	403.552
FBtr0089418	FBgn0053503	401.985	169.806	259.721	1666.956	178.621	167.679	646.448
FBtr0088202	FBgn0033578	6	3	2	30	2	6	7
FBtr0330602	FBgn0033579	0	0	0	31.0966	0	0	0
FBtr0330603	FBgn0033579	2.88184	2.71603	0	0	2.72148	0	4
FBtr0088206	FBgn0033579	5.11816	4.28397	6	25.90337	8.27852	8	0
FBtr0088203	FBgn0033580	0	0	0	6	0	0	0
FBtr0088205	FBgn0033581	1671	721	790	3969	656	764	1175
FBtr0088204	FBgn0040764	1	0	0	0	0	0	0
FBtr0330619	FBgn0003396	90.8025	0.000787981	0.02584	0.01394084	0.0179594	0.0370845	120.057
FBtr0088101	FBgn0003396	1753.56	695.905	441.611	3912.5	472.31	477.005	728.939
FBtr0330620	FBgn0003396	1753.56	695.905	441.611	3912.5	472.31	477.005	728.939
FBtr0088098	FBgn0003396	318.895	27.9014	582.84	495.081	719.753	806.812	168.08
FBtr0088099	FBgn0003396	1667.51	332.253	282.463	2565.344	236.586	266.452	580.207
FBtr0088100	FBgn0003396	1527.66	1078.03	590.446	3619.56	327.024	330.689	1447.78
FBtr0088197	FBgn0033582	1	0	0	0	0	0	0
FBtr0330635	FBgn0033582	0	0	0	0	0	0	0
FBtr0088103	FBgn0037084	218.274	115.343	112.188	560.769	115.009	127.431	218.861
FBtr0088104	FBgn0037084	31.7233	0	9.81206	56.8512	0	0	0
FBtr0088102	FBgn0037084	0.00242427	2.65705	0	87.3798	10.9913	8.56913	27.139
FBtr0088105	FBgn0033584	491.915	221	247.99	1361.289	196.983	242.959	486.911
FBtr0088196	FBgn0050021	0	0	0	1.485178e-05	0	0	6.29284e-06
FBtr0114569	FBgn0050021	3.08539	0	3.01019	0	1.01745	0	0
FBtr0114570	FBgn0050021	0	0	0	24.71117	0	3.0406	3.08865
FBtr0088195	FBgn0033587	0	0	0	0	0	0	0
FBtr0088106	FBgn0033588	0	0	0	0	0	1	0
FBtr0088107	FBgn0033589	0	0	0	0	0	0	0
FBtr0112416	FBgn0085252	0	0	0	0	0	0	0
FBtr0088194	FBgn0033590	0	0	0	0	0	0	1
FBtr0112417	FBgn0085253	0	0	0	0	0	0	0
FBtr0088193	FBgn0033591	0	0	0	0	0	0	0
FBtr0088192	FBgn0033592	0	0	0	3	0	1	0
FBtr0088191	FBgn0033593	0	1	0	3	0	0	0
FBtr0088108	FBgn0033594	0	0	0	0	0	0	0
FBtr0112418	FBgn0085254	0	0	0	0	0	0	0
FBtr0112420	FBgn0085256	0	0	0	0	0	0	0
FBtr0304907	FBgn0262572	0	0	0	0	0	0	0
FBtr0088111	FBgn0026386	0	0	0	0	0	0	0
FBtr0088190	FBgn0033597	0	0	0	0	0	0	0
FBtr0088112	FBgn0033598	0	1	0	3	0	0	1
FBtr0088113	FBgn0033599	0	0	0	0	0	0	0
FBtr0088189	FBgn0033600	0	0	0	0	0	0	0
FBtr0088188	FBgn0033601	0	0	0	0	0	0	0
FBtr0088114	FBgn0033602	0	0	0	0	1.00289	1.00592	0
FBtr0302718	FBgn0033603	1	0	0	0	0	0	0
FBtr0302719	FBgn0033603	0	0	0	0	0	1	0
FBtr0088184	FBgn0010423	0	0	1	0	0	0	1
FBtr0088183	FBgn0086519	2	0	0	3	1	0	1
FBtr0088182	FBgn0033605	129	41	56	426	34	67	96
FBtr0088115	FBgn0041174	0	0	0	0	0	0	0
FBtr0332420	FBgn0041174	104.862	43	62	294.3066	60.6598	80	86.7612
FBtr0088181	FBgn0033607	924.438	389	356.444	2490.09	427.989	487.274	722.823
FBtr0332422	FBgn0033607	32.6998	0	86.5563	353.604	26.3516	16.7259	46.4154
FBtr0332421	FBgn0033608	5.89313	0	0	0	0	4.84053	0
FBtr0088116	FBgn0033608	780.107	235	310	2340	323	369.159	655
FBtr0088179	FBgn0033609	768.298	184.818	156.266	1989.451	279.094	240.885	549.941
FBtr0088180	FBgn0033609	311.702	195.513	115.011	860.025	107.288	120.287	206.049
FBtr0088178	FBgn0033609	0	84.6692	161.724	0.00734241	52.58	91.828	0.0098533
FBtr0088177	FBgn0033610	19	8	10	63.517	6.0382	11	20
FBtr0088176	FBgn0015582	400.89	168.961	203.685	1380.407	241.739	242.504	324.526
FBtr0088117	FBgn0050033	0	0	0	0	0	0	0
FBtr0303156	FBgn0050033	29.11	16.039	18.3147	98.5935	16.2613	26.4965	33.4737
FBtr0088175	FBgn0040763	10.0122	6.08305	12.0752	72.1599	8	15.1552	18
FBtr0299853	FBgn0259238	549.062	170.947	185.173	1773.872	204.07	221.887	352.587
FBtr0303157	FBgn0259238	6.27448	0	3.27831	36.115	1.70324	6.56835	5.03793
FBtr0299856	FBgn0259238	0	3.66996	0	0	0	0	0
FBtr0299854	FBgn0259238	2.65115	0	3.47391	0	1.22687	0	0
FBtr0299855	FBgn0259238	0	1.30013	0	4.85352	0	2.3898	1.37551
FBtr0088118	FBgn0033615	3.52494	0	0	19.32297	0	0	0
FBtr0304676	FBgn0033615	489.454	153.239	194.223	1616.949	196.782	172	417.658
FBtr0088171	FBgn0033614	1.35714	0	1	0	0	0	2
FBtr0088170	FBgn0025373	1215.66	423.761	520.777	3613.73	484.218	596	884.342
FBtr0088119	FBgn0033616	317	124	148	741	131	134	244
FBtr0089380	FBgn0016047	0	0	0	0	0	0	0
FBtr0089381	FBgn0016047	0	0	0	0	0	0	0
FBtr0089379	FBgn0016047	0	0	0	2.153677e-07	0	0	0
FBtr0089382	FBgn0016047	0	0	0	3	0	0	0
FBtr0301453	FBgn0016047	0	0	0	0	1	0	3
FBtr0304945	FBgn0262574	1	0	0	3	0	0	0
FBtr0088166	FBgn0026385	1	0	1	0	0	0	0
FBtr0273343	FBgn0003382	0	0	0	0	0	0	0
FBtr0088120	FBgn0003382	0.0235352	0.00423629	0	0.0663197	0.00795688	0.016338	0
FBtr0332463	FBgn0003382	3.97646	0.995764	0	14.93367	1.99204	2.98366	0
FBtr0088121	FBgn0043470	0	0	0	0	0	0	0
FBtr0331940	FBgn0043471	0	0	0	0	0	0	0
FBtr0088164	FBgn0011556	0	0	0	0	0	0	0
FBtr0088163	FBgn0011554	0	0	0	0	0	0	0
FBtr0088162	FBgn0011555	0	0	0	0	0	0	0
FBtr0088161	FBgn0003863	0	0	0	0	0	1	0
FBtr0088160	FBgn0010425	0	0	0	0	0	0	0
FBtr0088122	FBgn0010357	0	0	0	0	0	0	0
FBtr0088159	FBgn0010359	0.625726	0.639234	0	4.12867	0.319761	0.318496	0.312676
FBtr0088123	FBgn0050031	0.122822	0.0822965	0	0.742663	0.0407166	0.0445126	0.0619731
FBtr0088158	FBgn0050025	0.625726	0.639234	0	0	0.319761	0.318496	0.312676
FBtr0088124	FBgn0010358	0.625726	0.639234	2	4.12867	0.319761	0.318496	0.312676
FBtr0088157	FBgn0033623	1	0	0	0	0	0	0
FBtr0088125	FBgn0015001	5	1	5	9	2	1	1
FBtr0088155	FBgn0033624	990.268	364.774	443.768	1937.026	366.332	421.976	742.219
FBtr0304698	FBgn0033624	76.7322	13.2264	29.2317	144.9743	13.6685	25.0243	32.7807
FBtr0088154	FBgn0001276	308	71	123	747	103	114	168
FBtr0088126	FBgn0024188	984	264	355	2811	359	432	625
FBtr0088127	FBgn0041241	16	6	9	60	10	6	22
FBtr0088128	FBgn0033627	99.3647	53.4924	21.1778	271.4052	49.3662	65.6025	58.5041
FBtr0088129	FBgn0033627	22.6353	13.5076	24.8222	25.5948	18.6338	15.3975	32.4959
FBtr0088153	FBgn0021795	2727	1151	1419	10509	1782	2072	2318
FBtr0304901	FBgn0033628	3	0	0	3	0	3.14516	0
FBtr0304902	FBgn0033628	0	1	1	0	2	5.85484	2
FBtr0088151	FBgn0033629	0	0	0	0	0	0	0
FBtr0110897	FBgn0033631	6.91035	1.70234	0	18.9986	0	0	1.99313
FBtr0089938	FBgn0033631	12.5789	6.29766	10	56.3019	15	10	13.0069
FBtr0089939	FBgn0033631	0	0	0	0	0	0	0
FBtr0100658	FBgn0033631	1.51077	0	0	8.69954	0	0	0
FBtr0088146	FBgn0082585	336.409	112.314	118	837.21	122	158	168.035
FBtr0289990	FBgn0050022	716.899	252.504	305.625	2060.098	284.499	358.2	410.888
FBtr0088133	FBgn0033633	1.04491e-06	3.66243e-08	1.59704e-07	1.606565e-06	6.17324e-08	3.93588e-07	0
FBtr0088134	FBgn0033633	5	1	2	18	2	5	0
FBtr0300922	FBgn0050026	0	0	0	0	0	0	0
FBtr0100109	FBgn0054054	14	2	6	48	7	7	11
FBtr0331390	FBgn0015872	0	0	0	0	0	4.09782	0
FBtr0088141	FBgn0015872	28	0	9	63	0	6.31139	5.5515
FBtr0088142	FBgn0015872	0	0	0	0	4	0	9.4485
FBtr0331387	FBgn0015872	0	0	0	0	0	0	0
FBtr0331389	FBgn0015872	0	14	0	0	0	0.590798	0
FBtr0331388	FBgn0015872	0	0	0	0	0	0	0
FBtr0331386	FBgn0040503	0	0	0	0	0	0	0
FBtr0088135	FBgn0040503	18	6	5	33	2	2	9
FBtr0088136	FBgn0033635	49.5074	20.5474	36.0636	2751.553	417.132	478.61	28.631
FBtr0088137	FBgn0033635	1817.22	1211.98	1294.2	12343.47	2020.02	2334.17	1196.29
FBtr0305074	FBgn0033635	47.2716	13.473	21.7338	294.9786	36.8502	6.21674	35.0796
FBtr0114575	FBgn0260499	2	0	0	6	1	0	2
FBtr0330623	FBgn0000581	0	0	0	0	0	0	0
FBtr0330622	FBgn0000581	218.617	53.874	5.19824e-08	328	107.812	7.68939e-08	4.27502e-07
FBtr0088139	FBgn0000581	1588.47	580.404	661.558	5762.55	689.787	898.59	1663.12
FBtr0330621	FBgn0000581	49.2901	15.3564	8.0383	101.7229	15.5212	0	7.78515
FBtr0088140	FBgn0000581	3958.63	1892.37	1565.4	7919.73	1574.88	1530.19	2048.1
FBtr0088067	FBgn0001269	0	0	0	0	0	0	0
FBtr0088068	FBgn0001269	0	0	0	0	0	0	0
FBtr0088069	FBgn0001269	0	0	0	0	0	0	0
FBtr0088070	FBgn0001269	0	0	0	3	0	0	0
FBtr0088095	FBgn0000577	6.00174	0	0	0	0	0	0
FBtr0088096	FBgn0000577	0	0	5.00082	3.00048	2.00111	1.00008	3.00078
FBtr0333070	FBgn0033636	1911.83	499.346	457.437	4821.84	519.472	405.443	1007
FBtr0088091	FBgn0033636	8345.64	4078.87	3541.46	17357.28	3291.18	3295.08	5169.44
FBtr0113066	FBgn0033636	0	0	0	2.561122	2.65531e-06	3.96416	0
FBtr0333071	FBgn0033636	1127.9	252.884	175.14	7357.36	622.986	722.177	461.568
FBtr0088094	FBgn0033636	697.622	371.898	376.962	1603.973	507.364	559.338	431.984
FBtr0088090	FBgn0086712	1230	535	643	3363	602	723	997
FBtr0306029	FBgn0033638	763.16	325.288	316.546	3282.31	265.102	251.335	644.049
FBtr0300945	FBgn0033638	0	0	0	4.63461e-07	0	0	13.8165
FBtr0088089	FBgn0033638	826.84	427.712	374.454	1559.691	396.898	472.665	197.134
FBtr0113067	FBgn0033639	10.9159	10.5295	10.5477	142.1557	15.806	15.7743	21.658
FBtr0330634	FBgn0033639	855.984	119.199	119.436	1813.205	114.903	129.547	347.573
FBtr0113069	FBgn0033639	285.021	284.374	306.436	1270.35	183.554	292.498	276.357
FBtr0330632	FBgn0033639	51.9707	1.92344e-08	1.17675e-08	4.14527	14.5251	0.0375863	2.9382e-07
FBtr0330633	FBgn0033639	51.9707	1.92344e-08	1.17675e-08	4.14527	14.5251	0.0375863	2.9382e-07
FBtr0113068	FBgn0033639	0	0	0	0	26.4672	0.008424	0
FBtr0088088	FBgn0033639	38.1382	19.8973	7.58014	0	13.2202	18.0967	5.41185
FBtr0112421	FBgn0085257	113	30	32	435	29	43	66
FBtr0088085	FBgn0044020	188.193	51.6533	105.523	956.074	130	134	154
FBtr0302211	FBgn0044020	11.807	6.34671	16.477	27.9258	0	0	0
FBtr0088072	FBgn0033640	1	1	0	3	0	1	0
FBtr0088073	FBgn0050035	1617.04	733.614	770.81	6823.82	1229.34	1363.45	1489.2
FBtr0088074	FBgn0050035	11.3935	9.17488	0	40.6092	18.4494	3.5063	12.7736
FBtr0088075	FBgn0033644	0	10.2063	0	38.5676	0	5.04371	0
FBtr0088076	FBgn0033644	12.5696	0.00520967	6.19033	0	3.20568	0	4.02804
FBtr0088077	FBgn0040491	16	5	5	39	11	5	6
FBtr0088084	FBgn0033645	78	35	40	270	49	42	55
FBtr0088082	FBgn0010516	2932	1266	1602	5265.47	1290	1475.51	2492.33
FBtr0088083	FBgn0010516	2.16394e-07	0	2.21299e-06	1958.526	2.27935e-08	28.4881	61.67
FBtr0088078	FBgn0062449	406	122	128	1101	100	135	243
FBtr0088080	FBgn0033648	0	0	0	0	0	1	1
FBtr0113070	FBgn0033649	1393.78	498.052	413.461	2709.017	315	344	1144.52
FBtr0088029	FBgn0033650	0	0	0	0	0	0	0
FBtr0304622	FBgn0033652	0	2.68819	0	0	2.69089	2.68538	2.11992
FBtr0304623	FBgn0033652	0	0	0	0	0	0	0.000195131
FBtr0088030	FBgn0033652	5	2.31181	3	33	2.30911	2.31462	5.87988
FBtr0300507	FBgn0260007	1	0	0	0	0	0	1
FBtr0088065	FBgn0033651	0	0	0	0	0	1	0
FBtr0088031	FBgn0033653	524	211	267	1449	242	266	465
FBtr0088064	FBgn0033654	10	4	3	54	3	7	5
FBtr0112422	FBgn0259832	110	28	25	264.9381	26.9975	34	57.2402
FBtr0088063	FBgn0033656	965	410	578	3404.06	498.002	606	879.76
FBtr0306061	FBgn0262819	0	0	0	0	0	0	1
FBtr0088032	FBgn0033657	2	4	3	3	2	4	1
FBtr0332464	FBgn0013756	243.828	152.489	65.4064	2394.568	87.1871	87.0843	419.524
FBtr0088033	FBgn0013756	8695.17	3424.51	3226.59	22784.43	3649.81	3769.92	5046.48
FBtr0112423	FBgn0085259	0	1	1	0	0	0	1
FBtr0088062	FBgn0033658	1	0	0	0	1	0	0
FBtr0300859	FBgn0260436	0	0	0	3	0	0	0
FBtr0310322	FBgn0260436	1	0	0	0	0	0	2
FBtr0088061	FBgn0033659	2	2	0	21	0	2	0
FBtr0310323	FBgn0033661	5127	1752	1573	12435	1596	1407	3257
FBtr0088034	FBgn0260932	43	17	14	207	18	30	46
FBtr0088058	FBgn0033663	26671	11356	13571	90441	16340	18679	21108
FBtr0331927	FBgn0000556	639.532	136.809	86.6671	6216.22	135.394	144.757	1338.59
FBtr0088035	FBgn0000556	320789	126068	153447	704067	133262	155521	232691
FBtr0301431	FBgn0260959	1080.35	538.973	420.47	3558.78	434.75	510.511	641.866
FBtr0301430	FBgn0260959	549.776	93.3199	156.713	586.145	124.876	132.597	453.209
FBtr0301429	FBgn0260959	735.01	212.015	246.938	2076.404	261.737	226.838	364.935
FBtr0301428	FBgn0260959	320.866	22.692	71.8799	228.6656	55.6371	41.055	231.99
FBtr0088038	FBgn0033665	375	145	155	1008	136	151	250
FBtr0088054	FBgn0033667	1	0	0	0	0	1	0
FBtr0088040	FBgn0033668	17.8122	0	1.00047	123.0826	3	0	8.9368
FBtr0088039	FBgn0033668	1.19201	0	0	0	0	0	1.08351
FBtr0310157	FBgn0033669	118.112	285.392	419.515	1944.114	468.338	258.826	494.098
FBtr0088051	FBgn0033669	1105.46	272.878	299.76	2061.754	232.042	443.135	650.05
FBtr0088052	FBgn0033669	46.7883	8.06236	8.7254	384.03	25.8618	0	28.4685
FBtr0310158	FBgn0033669	0.24975	0	0	0.1273373	0	39.5213	6.86052e-08
FBtr0310159	FBgn0033669	0	0	0	57.4358	0	0	31.7793
FBtr0088053	FBgn0033669	322.386	51.667	1.90921e-08	544.456	45.7587	171.518	86.5833
FBtr0331943	FBgn0026573	234.401	0.199051	14.7131	771.704	0.0605144	101.523	77.3827
FBtr0088042	FBgn0026573	1567.53	484.502	404.715	4013.22	383.374	502.255	838.278
FBtr0088041	FBgn0026573	182.074	203.299	200.572	390.068	242.546	135.222	226.339
FBtr0088050	FBgn0050036	0	1	0	0	1.01935	0	1
FBtr0088049	FBgn0050037	1	0	0	0	0	1	0
FBtr0088047	FBgn0053145	41.6488	18.9521	40.9566	121.9047	0	7.84623	16.704
FBtr0088048	FBgn0053145	669.351	218.048	215.043	2056.095	293	258.154	488.296
FBtr0088046	FBgn0011704	3841	1480	1936	12258	1976	2207	3190
FBtr0112424	FBgn0085260	46.9063	9.6946	12.8007	173.8654	20.2994	17.5117	40.4402
FBtr0088045	FBgn0033672	612.094	243.305	294.199	2109.134	306.701	417.488	467.56
FBtr0306003	FBgn0033673	169.867	105.786	96.8377	393.428	92.1552	96.4044	110.312
FBtr0088043	FBgn0033673	251.133	62.2136	75.1623	695.572	95.8448	97.5956	187.688
FBtr0088028	FBgn0004839	36	4	10	15	1	6	7
FBtr0088027	FBgn0033674	4	0	2	9	0	0	2
FBtr0088026	FBgn0259985	0	0	0	0	0	0	8.51393
FBtr0088024	FBgn0259985	94.971	82.399	38.269	840	83	72.1262	118.245
FBtr0088025	FBgn0259985	143.029	0.600993	53.731	0.000345498	0	33.8738	75.2413
FBtr0087974	FBgn0260012	3108.88	974.868	1068.93	8110.21	1014.75	1161.58	2017.62
FBtr0306062	FBgn0260012	269.119	254.132	238.075	1168.786	186.246	200.418	306.382
FBtr0087975	FBgn0033677	211.799	93.9217	89.9607	876.142	130.844	147.835	206.252
FBtr0306063	FBgn0262820	6.2007	2.0783	3.03926	35.8575	2.15641	4.16512	6.74824
FBtr0087976	FBgn0010339	1071	397	546	3483	570	637	909
FBtr0087977	FBgn0004463	913	398	459	3042	481	533	874
FBtr0087978	FBgn0024732	365	126	137.5	1308	156	176	278
FBtr0330629	FBgn0024732	365	126	137.5	1308	156	176	278
FBtr0088023	FBgn0050039	1	1	1	0	0	0	0
FBtr0087979	FBgn0028407	0	0	0	0	0	0	0
FBtr0087980	FBgn0028407	2	1	0	6	0	0	1
FBtr0088022	FBgn0033679	3	0	0	0	0	0	0
FBtr0087981	FBgn0033680	0	0	0	0	0	0	0
FBtr0333065	FBgn0086677	3.48945	1.72222	0	0	2	0	0
FBtr0088021	FBgn0086677	0.510552	0.277783	0	3	0	0	0
FBtr0333061	FBgn0033683	22.663	27.5115	38.0339	165.6796	58.0812	39.6119	79.8674
FBtr0087982	FBgn0033683	685.337	219.489	356.966	1667.32	233.919	258.388	473.133
FBtr0088020	FBgn0026176	16	9	10	66	11	6	20
FBtr0087983	FBgn0027495	1504	502	561.938	3475.5	576	706.947	984.847
FBtr0088019	FBgn0033685	31	11	16.062	106.4909	19	17.0531	37.153
FBtr0087984	FBgn0033686	149.866	51.9782	58.1042	425.668	65	36.2597	92.6229
FBtr0333062	FBgn0033686	23.1337	8.02184	6.89583	69.3311	0	6.74031	11.3771
FBtr0088017	FBgn0027504	789.345	447.089	110.101	3424.62	282.926	330.189	631.475
FBtr0088018	FBgn0027504	740.669	3.49167e-05	335.745	2587.82	95.1784	203.417	542.574
FBtr0333063	FBgn0027504	1209.99	532.911	625.154	1043.564	790.896	699.394	378.95
FBtr0301127	FBgn0033687	0	0	2	0	0	0	2.80641
FBtr0087985	FBgn0033687	5	0	0	30	5	2	9.19359
FBtr0088016	FBgn0033688	9164	3793	4007	24984	4400	4456	7568
FBtr0112772	FBgn0040759	1	1	2	3	2	0	1
FBtr0112425	FBgn0085261	292.106	123.431	132.37	418.361	65.4345	102.243	74.8534
FBtr0112426	FBgn0085261	31.8943	14.5695	8.63039	40.639	12.5655	8.75744	4.14662
FBtr0088013	FBgn0014184	9069.73	3533.87	4149.13	28327.42	3821.64	4294.01	8981.6
FBtr0088014	FBgn0014184	252.903	71.1312	70.8729	276.909	28.002	41.5602	67.3635
FBtr0088015	FBgn0014184	32.3667	0	0	108.6793	17.3544	27.4316	86.0337
FBtr0087986	FBgn0023167	1306	502	501	3846	621	649	821
FBtr0087987	FBgn0010621	9597.36	3495.38	4826.97	34634.1	5304.98	6280.53	7036.53
FBtr0087988	FBgn0010621	1749.67	2173.57	2398.83	0.3882665	2849.71	3002.39	4999.81
FBtr0088012	FBgn0033690	306.97	158.049	164.202	1056.499	180.315	204.079	347.666
FBtr0088011	FBgn0033691	1170	207	273	3423	292	373	616
FBtr0087989	FBgn0033692	621	251	275	1611	240	292	341
FBtr0100143	FBgn0033693	69	28.5	34.5	255	31	41.5	53
FBtr0100005	FBgn0053964	69	28.5	34.5	255	31	41.5	53
FBtr0088010	FBgn0000426	1235	340	452	3447	461	635	711
FBtr0087992	FBgn0025454	7.3872	0	4	30	4	2	7
FBtr0088009	FBgn0033696	29.6128	7	19	129	15	18	16
FBtr0087993	FBgn0033697	29	10	10	99	10	19	16
FBtr0088008	FBgn0033698	1657	775	760	5634	869	976	1418
FBtr0088006	FBgn0033699	350.845	51.182	56.5571	570.741	61.1827	63.2544	232.995
FBtr0088007	FBgn0033699	46909.2	16425.8	23524.4	105125.3	19261.8	22914.7	34009
FBtr0088004	FBgn0020377	0	0	0	0	0	0	0
FBtr0303037	FBgn0020377	1	1	1	9	1	3	1
FBtr0087995	FBgn0033701	0	0	0	0	0	0	0
FBtr0331944	FBgn0033702	3	2	3	33	10	13	4
FBtr0114562	FBgn0033702	0	0	0	0	0	0	0
FBtr0087996	FBgn0033703	0	0	0	0	0	0	0
FBtr0306900	FBgn0263020	0	0	0	0	0	0	0
FBtr0306901	FBgn0263020	0	0	0	0	0	0	0
FBtr0306902	FBgn0263021	0	0	0	0	0	0	0
FBtr0306303	FBgn0262889	1	0	0	3	0	0	2
FBtr0087998	FBgn0033705	0	0.000206949	0	0	0	0.000104914	0.000281354
FBtr0087999	FBgn0033705	0	2.99979	0	0	0	0.999895	0.999719
FBtr0088000	FBgn0033706	32	14	11	87	19	19	32
FBtr0304963	FBgn0000253	69.8548	12.786	15.0849	128.5443	15.3969	15.3608	5.30989
FBtr0088001	FBgn0000253	18903.2	5502.05	6244.77	59544.2	6672.58	7876.39	13366.2
FBtr0304964	FBgn0000253	2347.95	136.167	134.703	6654.33	240.028	222.248	784.521
FBtr0088002	FBgn0000253	0	0	8.43851	0	0	0	0
FBtr0302922	FBgn0261611	1	2	0	4.4187	0	1	0
FBtr0332922	FBgn0261611	0	0	0	0	0	0	1
FBtr0302923	FBgn0261611	0	0	0	0	2	0	0
FBtr0332923	FBgn0261611	0	0	1	4.5813	0	1	0
FBtr0332924	FBgn0261611	0	0	0	0	0	0	0
FBtr0087973	FBgn0033708	0	0	0	3	0	0	0
FBtr0087972	FBgn0033708	1	0	0	0	0	0	0
FBtr0089668	FBgn0061197	0	0	0	0	0	0	0
FBtr0089669	FBgn0061197	3.67323e-08	0	0	0	0	0	0
FBtr0089670	FBgn0061197	0	0	0	0	0	0	0
FBtr0089671	FBgn0061197	1	1	0	0	0	0	0
FBtr0087893	FBgn0033710	7	2	2	9	0	5	3
FBtr0273303	FBgn0050203	0	2	0	9	2	0	1
FBtr0087895	FBgn0050046	1887	776	827	3999	736	756	1243
FBtr0087896	FBgn0033712	160	49	66	471	41	75	150
FBtr0087964	FBgn0033713	0	0	0	0	0	0	0
FBtr0087965	FBgn0033713	418.546	235.403	150.003	1400.785	95.8663	269.1	362.417
FBtr0087966	FBgn0033713	216.454	79.5969	133.997	372.215	185.134	48.9003	153.583
FBtr0087897	FBgn0264560	3274.72	1421.41	1482.01	8648.07	1464.38	1534.86	2637.4
FBtr0087898	FBgn0264560	0	6.5312	14.8141	186.5984	35.9211	11.5408	18.9942
FBtr0305075	FBgn0264560	44.2805	3.06234	7.17885	180.3256	16.697	5.60369	9.60491
FBtr0087899	FBgn0033715	131.759	41.4584	84.8329	630.193	89.9745	71.8507	99.1484
